age,workclass,educational-num,marital-status,occupation,relationship,hours-per-week,is_Male,income >50K,is_White,from_USA,gained-capital
33,Private,9,Widowed/Separated,Public Safety,Shared Housing,70,1,0,1,1,0
48,Private,13,Never-married,Professional,Shared Housing,45,0,0,1,0,0
55,Private,9,Widowed/Separated,Simple Services,Shared Housing,35,0,0,1,0,1
40,Government,11,Never-married,Management,Single,40,0,0,0,1,0
50,Private,10,Married,Professional,Husband,40,1,0,1,1,0
52,Self Employed,6,Married,Specialized Services,Husband,35,1,0,1,1,0
19,Private,9,Never-married,Simple Services,Shared Housing,30,0,0,1,1,0
55,Self Employed,6,Married,Sales,Husband,50,1,1,1,1,1
36,Self Employed,15,Married,Sales,Husband,30,1,1,1,1,0
39,Private,13,Widowed/Separated,Professional,Single,40,0,1,0,0,0
22,Private,10,Never-married,Administrative,Single,40,0,0,1,1,0
44,Private,13,Married,Management,Husband,50,1,1,1,1,1
34,Private,9,Widowed/Separated,Specialized Services,Shared Housing,38,1,0,1,1,0
33,Private,10,Married,Simple Services,Husband,50,1,0,1,1,0
55,Private,14,Widowed/Separated,Professional,Shared Housing,40,0,1,1,1,1
35,Private,14,Married,Management,Husband,45,1,1,1,1,0
50,Private,7,Widowed/Separated,Simple Services,Shared Housing,40,0,0,1,1,0
43,Private,10,Widowed/Separated,Administrative,Single,40,0,0,0,1,0
29,Private,11,Never-married,Specialized Services,Shared Housing,40,1,0,1,1,0
56,Private,10,Married,Simple Services,Husband,40,1,0,0,1,0
33,Private,13,Married,Professional,Husband,40,1,1,1,1,1
24,Private,9,Married,Sales,Husband,50,1,0,1,1,0
46,Private,11,Widowed/Separated,Sales,Single,40,0,0,1,1,0
60,Self Employed,9,Married,Administrative,Wife,15,0,1,1,1,1
48,Self Employed,14,Married,Simple Services,Husband,40,1,0,1,1,0
65,Government,7,Married,Simple Services,Husband,35,1,0,1,1,0
29,Private,9,Never-married,Simple Services,Shared Housing,40,1,0,1,1,0
42,Private,9,Married,Simple Services,Husband,43,1,0,1,1,0
44,Private,15,Married,Professional,Husband,50,1,1,1,1,0
73,Self Employed,10,Married,Sales,Husband,6,1,1,1,1,0
21,Private,10,Never-married,Specialized Services,Shared Housing,50,0,0,1,1,0
32,Self Employed,9,Married,Professional,Husband,55,1,1,1,1,0
43,Government,14,Married,Public Safety,Husband,35,1,1,1,1,0
21,Private,9,Never-married,Specialized Services,Shared Housing,32,1,0,0,1,0
30,Private,10,Widowed/Separated,Simple Services,Shared Housing,20,1,0,1,1,0
54,Private,13,Married,Specialized Services,Husband,48,1,0,1,1,0
19,Private,10,Never-married,Simple Services,Child,15,0,0,1,1,0
55,Government,10,Married,Administrative,Wife,37,0,0,1,1,0
20,Private,10,Never-married,Sales,Child,28,0,0,1,1,0
53,Private,13,Married,Management,Husband,40,1,0,1,0,0
51,Private,14,Never-married,Professional,Shared Housing,55,1,1,1,1,0
33,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
62,Private,10,Widowed/Separated,Simple Services,Single,40,0,0,1,1,0
24,Self Employed,9,Never-married,Simple Services,Child,30,1,0,1,1,0
17,Self Employed,5,Never-married,Sales,Child,40,0,0,1,1,0
26,Private,10,Never-married,Administrative,Shared Housing,45,0,0,1,1,0
36,Private,9,Widowed/Separated,Specialized Services,Shared Housing,40,1,0,1,1,0
32,Private,6,Married,Management,Wife,35,0,0,1,1,0
58,Private,16,Married,Professional,Husband,50,1,1,1,1,0
38,Private,13,Married,Specialized Services,Husband,40,1,1,1,1,0
26,Government,9,Widowed/Separated,Administrative,Child,40,0,0,1,1,0
60,Private,10,Married,Management,Husband,40,1,1,1,1,1
27,Private,9,Married,Sales,Husband,50,1,0,1,0,0
38,Private,11,Married,Simple Services,Husband,48,1,1,1,1,0
37,Self Employed,10,Married,Sales,Husband,44,1,1,1,1,0
28,Private,10,Never-married,Administrative,Child,40,1,0,1,1,0
38,Self Employed,13,Married,Sales,Husband,40,1,1,1,1,0
29,Private,9,Married,Sales,Husband,60,1,1,1,1,0
19,Private,9,Never-married,Simple Services,Child,40,0,0,1,1,0
28,Private,13,Never-married,Simple Services,Shared Housing,25,1,0,1,1,0
40,Self Employed,9,Married,Specialized Services,Husband,50,1,1,1,1,0
26,Private,11,Widowed/Separated,Specialized Services,Child,40,1,0,1,1,0
43,Private,12,Married,Sales,Husband,60,1,0,0,1,0
29,Private,10,Married,Administrative,Wife,40,0,1,1,1,0
25,Government,10,Married,Public Safety,Husband,40,1,0,0,1,0
29,Private,9,Married,Simple Services,Husband,40,1,1,0,1,0
60,Private,2,Widowed/Separated,Specialized Services,Shared Housing,38,1,0,0,0,0
31,Private,13,Married,Administrative,Wife,40,0,0,1,1,0
51,Government,4,Married,Simple Services,Husband,40,1,0,1,1,0
18,Private,10,Never-married,Administrative,Child,15,0,0,1,1,0
36,Private,13,Widowed/Separated,Specialized Services,Single,20,1,0,1,1,0
35,Private,13,Married,Administrative,Husband,40,1,1,0,0,0
48,Private,13,Widowed/Separated,Administrative,Child,38,1,1,1,1,0
78,Self Employed,4,Married,Professional,Husband,25,1,0,1,1,0
72,Private,13,Married,Public Safety,Husband,17,1,0,1,1,0
24,Private,10,Never-married,Management,Child,40,1,0,1,1,0
36,Private,7,Never-married,Public Safety,Shared Housing,40,1,1,0,1,1
48,Private,10,Married,Simple Services,Husband,30,1,0,1,1,0
28,Private,9,Widowed/Separated,Administrative,Shared Housing,40,0,0,1,1,0
26,Private,14,Never-married,Simple Services,Child,40,0,0,1,1,0
29,Private,13,Never-married,Sales,Shared Housing,60,0,0,1,1,0
47,Private,3,Married,Simple Services,Husband,40,1,0,0,0,0
50,Private,13,Widowed/Separated,Management,Shared Housing,50,0,1,1,1,0
35,Government,3,Never-married,Specialized Services,Shared Housing,40,1,0,1,0,0
17,Private,7,Never-married,Simple Services,Child,20,1,0,1,1,0
41,Private,10,Married,Specialized Services,Husband,48,1,1,1,1,0
37,Private,9,Married,Simple Services,Husband,42,1,0,1,1,0
35,Government,9,Married,Simple Services,Husband,40,1,0,0,1,0
56,Private,4,Married,Specialized Services,Husband,40,1,0,1,0,0
23,Private,10,Married,Simple Services,Husband,40,1,0,1,1,0
33,Private,12,Widowed/Separated,Professional,Single,32,0,0,1,1,0
79,Self Employed,9,Married,Management,Husband,40,1,1,1,1,0
28,Private,13,Never-married,Professional,Shared Housing,40,1,0,0,1,0
55,Private,7,Widowed/Separated,Sales,Child,20,0,0,1,1,0
59,Government,14,Married,Professional,Husband,50,1,0,1,1,0
22,Private,13,Never-married,Professional,Child,40,0,0,1,1,0
19,Private,7,Never-married,Sales,Child,19,0,0,0,0,0
41,Private,3,Married,Professional,Shared Housing,35,1,0,1,0,0
32,Private,11,Married,Administrative,Husband,40,1,0,1,0,0
45,Private,9,Widowed/Separated,Simple Services,Single,35,0,0,1,1,0
61,Private,3,Married,Professional,Shared Housing,45,0,0,1,0,0
34,Private,13,Never-married,Sales,Shared Housing,40,0,0,1,1,0
43,Self Employed,11,Married,Specialized Services,Husband,40,1,0,1,1,0
38,Private,13,Married,Administrative,Husband,50,1,1,1,1,1
35,Private,16,Married,Professional,Husband,60,1,0,1,1,0
65,Private,9,Widowed/Separated,Public Safety,Shared Housing,20,1,0,1,1,0
24,Private,13,Married,Management,Husband,55,1,1,1,0,0
37,Private,9,Married,Administrative,Husband,40,1,0,1,1,0
34,Self Employed,10,Married,Professional,Husband,50,1,0,1,1,0
42,Private,9,Married,Simple Services,Husband,60,1,1,1,1,0
18,Private,4,Never-married,Simple Services,Child,40,0,0,1,1,0
43,Government,10,Widowed/Separated,Management,Single,15,0,0,0,1,0
31,Private,10,Married,Simple Services,Husband,40,1,1,1,1,0
19,Private,10,Never-married,Sales,Child,20,0,0,1,1,0
40,Self Employed,10,Married,Management,Husband,50,1,0,0,0,0
32,Private,13,Married,Professional,Husband,40,1,0,1,1,0
47,Private,10,Married,Management,Husband,40,1,1,1,1,0
32,Government,10,Married,Simple Services,Husband,40,1,0,1,1,0
46,Self Employed,16,Widowed/Separated,Professional,Shared Housing,35,1,0,1,1,0
40,Private,13,Married,Management,Husband,65,1,1,1,1,0
36,Private,13,Never-married,Specialized Services,Shared Housing,35,1,0,1,1,0
33,Private,11,Married,Sales,Husband,36,1,0,1,1,0
23,Government,3,Never-married,Simple Services,Shared Housing,35,1,0,1,1,0
21,Private,6,Widowed/Separated,Simple Services,Child,40,1,0,1,1,0
40,Private,9,Married,Simple Services,Wife,32,0,0,0,1,0
53,Government,16,Married,Professional,Husband,50,1,1,1,1,0
53,Self Employed,10,Married,Simple Services,Husband,72,1,0,1,1,0
58,Private,5,Married,Simple Services,Husband,60,1,0,0,1,0
51,Private,9,Married,Sales,Husband,55,1,1,1,1,0
31,Private,9,Married,Simple Services,Husband,65,1,0,1,1,0
35,Self Employed,9,Married,Specialized Services,Husband,40,1,0,1,1,0
31,Government,10,Widowed/Separated,Administrative,Shared Housing,35,0,0,1,1,0
21,Private,10,Never-married,Simple Services,Single,35,0,0,1,1,0
39,Self Employed,14,Married,Specialized Services,Husband,55,1,1,1,1,0
36,Private,15,Married,Professional,Wife,45,0,1,1,1,1
51,Private,6,Married,Specialized Services,Husband,40,1,1,1,1,0
18,Private,7,Never-married,Simple Services,Child,12,1,0,1,1,0
32,Private,10,Widowed/Separated,Administrative,Shared Housing,48,1,0,1,1,0
56,Private,13,Widowed/Separated,Simple Services,Shared Housing,32,0,0,1,1,0
35,Private,12,Never-married,Public Safety,Shared Housing,40,1,0,1,1,0
63,Private,8,Widowed/Separated,Sales,Single,40,0,0,1,1,0
61,Private,9,Married,Management,Husband,50,1,1,1,1,0
23,Private,10,Never-married,Simple Services,Child,40,1,0,1,1,0
52,Government,14,Married,Professional,Husband,50,1,1,1,1,0
19,Private,9,Never-married,Sales,Shared Housing,50,1,0,1,1,0
33,Government,14,Married,Professional,Husband,50,1,1,1,1,0
35,Private,13,Married,Sales,Husband,50,1,0,0,1,0
35,Private,9,Widowed/Separated,Simple Services,Shared Housing,60,0,1,1,1,0
38,Private,15,Married,Professional,Wife,40,0,0,1,1,0
23,Private,13,Never-married,Administrative,Shared Housing,60,0,0,1,1,0
22,Private,11,Widowed/Separated,Specialized Services,Shared Housing,60,1,0,1,1,0
20,Private,9,Never-married,Simple Services,Shared Housing,40,1,0,1,1,0
19,Private,9,Never-married,Simple Services,Shared Housing,40,1,0,1,1,0
47,Private,9,Married,Simple Services,Husband,40,1,1,0,1,0
59,Private,7,Married,Specialized Services,Husband,40,1,0,1,1,0
38,Private,9,Never-married,Sales,Child,40,0,0,1,1,0
36,Private,9,Married,Simple Services,Husband,50,1,0,1,1,0
27,Private,3,Never-married,Simple Services,Shared Housing,40,1,0,1,0,0
24,Private,11,Married,Simple Services,Husband,40,1,0,1,1,0
35,Private,9,Never-married,Simple Services,Child,35,0,0,0,0,0
22,Government,10,Never-married,Simple Services,Shared Housing,39,1,0,0,0,0
37,Private,9,Married,Simple Services,Husband,52,1,0,1,1,0
36,Private,9,Married,Specialized Services,Husband,40,1,1,1,1,1
28,Private,9,Widowed/Separated,Simple Services,Shared Housing,25,0,0,1,1,0
55,Private,9,Married,Sales,Wife,50,0,0,1,1,0
32,Private,13,Married,Sales,Husband,44,1,0,1,1,0
47,Government,10,Married,Specialized Services,Shared Housing,45,1,0,1,1,0
23,Private,13,Never-married,Simple Services,Shared Housing,40,0,0,1,1,0
50,Government,14,Widowed/Separated,Professional,Shared Housing,45,0,0,1,1,0
40,Self Employed,9,Married,Professional,Husband,84,1,0,1,1,0
51,Private,9,Never-married,Simple Services,Shared Housing,40,0,0,1,1,0
34,Private,9,Never-married,Professional,Shared Housing,45,0,0,1,1,0
28,Private,13,Never-married,Public Safety,Shared Housing,40,0,0,1,1,0
52,Government,16,Married,Professional,Husband,70,1,1,1,0,0
39,Self Employed,9,Married,Management,Husband,60,1,1,1,1,1
43,Private,13,Married,Administrative,Husband,40,1,1,1,1,0
36,Private,13,Never-married,Professional,Child,35,0,1,1,1,0
25,Private,13,Never-married,Professional,Child,15,0,0,1,1,0
42,Private,10,Widowed/Separated,Administrative,Single,38,0,0,1,1,0
35,Private,10,Married,Simple Services,Husband,40,1,0,1,0,0
43,Private,14,Married,Management,Husband,53,1,1,1,1,1
34,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
50,Government,13,Married,Management,Husband,38,1,1,1,1,0
30,Private,10,Married,Simple Services,Husband,60,1,0,1,1,0
44,Private,14,Married,Professional,Husband,44,1,1,1,1,0
52,Private,11,Married,Specialized Services,Husband,40,1,0,1,1,0
35,Private,12,Married,Sales,Husband,60,1,0,1,1,0
36,Private,11,Widowed/Separated,Professional,Shared Housing,40,1,1,1,1,0
30,Private,13,Never-married,Management,Child,52,0,0,0,0,0
36,Self Employed,13,Married,Sales,Husband,45,1,1,1,1,1
39,Private,13,Never-married,Management,Shared Housing,40,0,0,1,1,0
25,Private,2,Married,Professional,Husband,96,1,0,1,0,0
26,Private,13,Never-married,Specialized Services,Shared Housing,40,1,0,1,1,0
20,Private,9,Never-married,Sales,Child,20,0,0,0,1,0
20,Private,10,Never-married,Public Safety,Child,40,1,0,1,1,0
26,Private,9,Never-married,Simple Services,Child,50,1,0,1,1,0
24,Private,10,Never-married,Administrative,Shared Housing,35,0,0,0,1,0
48,Private,13,Married,Specialized Services,Husband,40,1,1,1,1,0
62,Private,9,Widowed/Separated,Simple Services,Single,99,0,0,0,1,0
48,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
52,Private,13,Married,Sales,Husband,40,1,1,1,1,0
25,Private,13,Never-married,Sales,Shared Housing,44,1,0,1,1,0
58,Private,3,Married,Simple Services,Husband,40,1,0,1,1,0
40,Government,13,Never-married,Professional,Shared Housing,45,0,0,1,1,0
19,Private,10,Never-married,Simple Services,Shared Housing,20,0,0,1,1,0
37,Private,7,Never-married,Simple Services,Shared Housing,40,1,0,0,1,0
23,Private,7,Married,Simple Services,Husband,40,1,0,1,0,0
31,Self Employed,9,Widowed/Separated,Specialized Services,Shared Housing,60,1,0,1,1,0
64,Self Employed,4,Married,Specialized Services,Husband,20,1,0,1,1,0
28,Government,10,Never-married,Administrative,Child,16,0,0,1,1,0
32,Private,9,Never-married,Specialized Services,Child,40,1,0,1,1,0
49,Government,10,Widowed/Separated,Administrative,Shared Housing,44,0,0,1,1,0
35,Private,10,Widowed/Separated,Administrative,Shared Housing,40,0,1,1,1,0
45,Private,16,Married,Management,Husband,45,1,1,1,1,0
39,Private,8,Married,Simple Services,Husband,70,1,1,1,1,1
46,Self Employed,13,Widowed/Separated,Simple Services,Single,60,0,1,0,0,0
19,Private,10,Never-married,Administrative,Child,16,0,0,1,1,0
29,Private,9,Married,Simple Services,Wife,40,0,0,1,0,0
25,Government,9,Married,Public Safety,Child,35,1,0,1,1,0
37,Private,13,Never-married,Administrative,Shared Housing,40,0,0,1,1,0
30,Private,9,Never-married,Administrative,Single,40,1,0,1,1,0
28,Private,9,Married,Simple Services,Husband,40,1,0,0,0,0
36,Government,10,Widowed/Separated,Administrative,Single,56,0,0,0,1,1
32,Private,10,Never-married,Management,Single,35,0,0,0,1,0
34,Private,7,Never-married,Simple Services,Shared Housing,40,1,0,1,1,0
34,Private,9,Never-married,Administrative,Shared Housing,36,0,0,1,1,0
20,Private,10,Never-married,Sales,Child,40,0,0,1,1,0
27,Self Employed,14,Never-married,Simple Services,Child,40,1,0,1,1,0
36,Government,9,Married,Administrative,Wife,40,0,0,1,1,0
35,Private,10,Married,Sales,Husband,40,1,0,1,1,0
37,Private,9,Widowed/Separated,Management,Shared Housing,35,1,0,1,1,0
32,Private,9,Married,Specialized Services,Husband,50,1,0,1,1,0
32,Private,14,Never-married,Professional,Shared Housing,20,0,0,1,1,0
52,Private,9,Widowed/Separated,Sales,Shared Housing,48,0,0,1,1,0
50,Private,10,Married,Specialized Services,Husband,40,1,1,1,1,0
23,Private,9,Never-married,Simple Services,Shared Housing,30,0,0,1,1,0
25,Private,9,Married,Specialized Services,Husband,45,1,0,1,1,0
21,Private,1,Never-married,Professional,Shared Housing,50,1,0,1,0,0
31,Private,9,Widowed/Separated,Sales,Shared Housing,32,0,0,1,1,0
31,Self Employed,10,Married,Simple Services,Wife,30,0,0,1,1,0
41,Private,11,Widowed/Separated,Simple Services,Shared Housing,40,1,0,1,1,0
47,Private,10,Married,Specialized Services,Husband,60,1,0,1,1,0
20,Private,10,Never-married,Administrative,Shared Housing,45,0,0,1,1,0
29,Private,6,Widowed/Separated,Simple Services,Shared Housing,25,0,0,0,1,0
51,Government,10,Widowed/Separated,Administrative,Shared Housing,40,0,0,1,1,0
30,Government,13,Married,Professional,Wife,33,0,1,1,1,0
48,Private,13,Married,Administrative,Husband,35,1,1,1,1,0
39,Private,9,Widowed/Separated,Management,Shared Housing,40,1,1,1,1,1
62,Private,13,Married,Sales,Husband,35,1,0,1,1,0
22,Private,13,Never-married,Simple Services,Shared Housing,30,1,0,1,1,0
46,Government,13,Married,Management,Husband,40,1,1,1,1,1
51,Government,14,Married,Professional,Husband,35,1,1,1,1,0
20,Private,9,Never-married,Sales,Shared Housing,32,0,0,1,1,0
40,Self Employed,12,Married,Sales,Husband,50,1,1,1,1,1
31,Private,13,Never-married,Specialized Services,Shared Housing,40,1,0,1,1,0
30,Private,10,Never-married,Specialized Services,Child,40,1,0,1,1,0
52,Private,9,Married,Administrative,Wife,38,0,0,1,1,0
20,Private,9,Never-married,Professional,Shared Housing,40,0,0,1,1,0
37,Government,11,Married,Management,Husband,40,1,1,1,1,0
65,Private,13,Widowed/Separated,Simple Services,Shared Housing,40,0,0,1,1,0
40,Private,13,Never-married,Professional,Shared Housing,40,1,0,1,1,1
60,Government,13,Married,Public Safety,Husband,48,1,1,1,1,1
27,Private,9,Never-married,Specialized Services,Shared Housing,35,1,0,1,0,0
62,Private,13,Married,Sales,Husband,60,1,1,1,1,0
53,Private,9,Widowed/Separated,Sales,Shared Housing,35,0,0,1,1,0
38,Private,13,Married,Sales,Husband,50,1,1,1,1,0
49,Private,11,Married,Professional,Husband,40,1,0,1,1,0
21,Private,9,Never-married,Simple Services,Child,40,1,0,1,1,0
18,Private,10,Never-married,Administrative,Child,40,1,0,1,1,0
25,Private,13,Never-married,Professional,Shared Housing,40,1,0,1,1,0
36,Private,7,Married,Specialized Services,Husband,40,1,0,1,1,0
52,Private,9,Married,Management,Husband,55,1,1,1,1,0
19,Private,10,Never-married,Specialized Services,Child,14,1,0,1,1,0
23,Private,13,Never-married,Administrative,Shared Housing,40,0,0,1,1,0
63,Self Employed,13,Married,Sales,Husband,15,1,0,1,1,0
63,Self Employed,11,Married,Simple Services,Husband,45,1,0,1,1,0
62,Self Employed,13,Widowed/Separated,Sales,Shared Housing,40,1,1,1,1,1
51,Self Employed,12,Married,Sales,Husband,30,1,1,1,1,1
76,Government,10,Widowed/Separated,Administrative,Shared Housing,30,0,0,1,1,0
50,Private,9,Married,Specialized Services,Husband,45,1,0,1,1,1
45,Self Employed,9,Married,Specialized Services,Husband,50,1,1,1,1,0
44,Self Employed,10,Widowed/Separated,Sales,Child,45,1,1,1,1,0
51,Private,4,Married,Simple Services,Husband,40,1,0,0,1,0
42,Government,13,Never-married,Management,Child,35,1,0,1,1,1
43,Government,14,Married,Professional,Husband,40,1,1,1,1,0
53,Private,7,Married,Simple Services,Husband,40,1,0,1,1,0
29,Private,11,Married,Administrative,Husband,40,1,0,1,1,0
41,Private,10,Married,Professional,Husband,40,1,0,1,1,0
44,Government,9,Widowed/Separated,Specialized Services,Single,40,1,0,1,1,0
35,Private,6,Widowed/Separated,Simple Services,Shared Housing,40,0,0,0,1,0
27,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
35,Private,10,Married,Professional,Husband,50,1,0,1,1,0
60,Private,11,Widowed/Separated,Specialized Services,Shared Housing,30,0,0,1,1,0
49,Private,10,Widowed/Separated,Management,Shared Housing,45,1,1,1,1,1
33,Private,13,Married,Management,Husband,45,1,0,1,1,0
35,Private,13,Married,Sales,Husband,40,1,1,1,1,0
31,Government,10,Married,Administrative,Husband,38,1,0,1,1,0
54,Private,9,Married,Administrative,Husband,60,1,1,1,1,1
57,Self Employed,16,Married,Professional,Husband,35,1,0,1,1,0
30,Private,5,Never-married,Specialized Services,Child,45,1,0,1,1,0
45,Private,6,Never-married,Simple Services,Shared Housing,40,1,0,0,0,0
41,Private,10,Married,Simple Services,Husband,42,1,1,1,1,1
25,Private,13,Never-married,Simple Services,Child,18,1,0,1,1,0
51,Self Employed,10,Married,Management,Husband,40,1,1,1,1,0
42,Private,3,Widowed/Separated,Administrative,Shared Housing,40,1,0,1,0,0
28,Private,11,Never-married,Simple Services,Shared Housing,45,1,0,1,1,0
53,Government,13,Widowed/Separated,Specialized Services,Shared Housing,40,1,0,0,1,0
31,Private,13,Never-married,Management,Shared Housing,50,0,1,1,1,1
46,Private,7,Married,Simple Services,Husband,40,1,1,0,1,1
25,Government,9,Never-married,Administrative,Shared Housing,40,0,0,1,1,0
47,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
30,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
48,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
22,Private,10,Never-married,Simple Services,Child,40,1,0,0,1,0
32,Self Employed,10,Married,Specialized Services,Husband,30,1,0,1,1,0
33,Self Employed,16,Never-married,Professional,Shared Housing,45,1,1,1,1,0
31,Private,9,Married,Simple Services,Husband,40,1,0,1,1,0
43,Private,10,Married,Simple Services,Wife,20,0,1,1,0,0
26,Private,11,Never-married,Simple Services,Shared Housing,40,0,0,1,1,0
34,Private,9,Married,Professional,Husband,40,1,0,0,1,0
50,Government,13,Married,Professional,Wife,40,0,1,1,1,0
30,Government,9,Widowed/Separated,Administrative,Single,40,0,0,0,1,0
17,Private,7,Never-married,Simple Services,Child,20,1,0,1,1,0
35,Government,14,Never-married,Professional,Child,40,0,0,0,1,0
29,Private,10,Married,Specialized Services,Husband,40,1,0,1,1,0
27,Government,12,Married,Administrative,Husband,40,1,0,1,0,1
34,Private,13,Never-married,Sales,Child,40,1,1,1,1,0
32,Private,9,Widowed/Separated,Simple Services,Shared Housing,40,0,0,1,1,0
47,Government,10,Widowed/Separated,Administrative,Single,40,0,0,1,1,0
40,Private,10,Never-married,Sales,Shared Housing,40,0,0,1,1,0
26,Private,11,Never-married,Simple Services,Shared Housing,40,0,0,1,1,0
30,Private,9,Never-married,Simple Services,Shared Housing,40,0,0,1,0,0
54,Private,9,Widowed/Separated,Specialized Services,Shared Housing,40,1,0,1,1,0
53,Private,13,Married,Professional,Husband,55,1,1,1,1,0
43,Private,4,Widowed/Separated,Professional,Shared Housing,40,1,0,0,1,0
25,Private,10,Never-married,Professional,Child,20,1,0,1,1,0
39,Private,9,Married,Specialized Services,Husband,40,1,0,1,1,0
57,Government,9,Married,Simple Services,Husband,25,1,1,1,1,0
47,Private,9,Married,Simple Services,Husband,34,1,0,1,1,0
45,Private,9,Widowed/Separated,Simple Services,Shared Housing,35,0,0,0,1,0
24,Government,13,Never-married,Professional,Shared Housing,40,1,0,1,1,0
32,Self Employed,6,Widowed/Separated,Specialized Services,Shared Housing,40,1,0,1,1,0
25,Private,10,Never-married,Sales,Shared Housing,35,1,0,1,1,0
57,Private,3,Widowed/Separated,Simple Services,Shared Housing,40,0,0,1,1,0
28,Private,13,Married,Professional,Wife,24,0,1,1,1,0
28,Private,9,Married,Sales,Husband,51,1,0,1,0,0
27,Private,13,Never-married,Professional,Shared Housing,55,0,0,1,1,0
28,Private,13,Never-married,Administrative,Shared Housing,20,0,0,1,1,0
44,Self Employed,9,Married,Professional,Husband,42,1,0,0,0,0
27,Private,9,Never-married,Simple Services,Child,45,1,0,1,1,0
61,Private,13,Married,Management,Husband,40,1,0,1,1,0
25,Private,7,Never-married,Simple Services,Shared Housing,99,1,0,1,1,0
28,Private,5,Never-married,Simple Services,Child,24,0,0,0,1,0
20,Private,10,Never-married,Specialized Services,Child,40,1,0,1,1,0
33,Private,11,Never-married,Sales,Child,40,1,0,0,0,0
38,Government,9,Widowed/Separated,Simple Services,Shared Housing,40,1,0,1,1,0
31,Private,9,Never-married,Sales,Single,25,0,0,0,1,0
40,Private,14,Never-married,Professional,Shared Housing,45,0,1,1,1,0
43,Private,10,Married,Management,Husband,55,1,1,1,1,0
38,Private,14,Married,Management,Husband,60,1,1,1,1,0
19,Private,10,Never-married,Management,Child,30,1,0,0,1,0
56,Private,12,Married,Simple Services,Husband,50,1,0,1,1,0
38,Private,14,Widowed/Separated,Management,Shared Housing,45,1,1,1,1,0
22,Private,9,Married,Simple Services,Wife,40,0,0,1,1,1
18,Government,9,Never-married,Simple Services,Child,25,1,0,1,1,0
68,Private,10,Widowed/Separated,Simple Services,Shared Housing,20,0,0,1,1,0
35,Private,11,Widowed/Separated,Simple Services,Shared Housing,50,1,0,1,1,0
32,Private,6,Widowed/Separated,Specialized Services,Single,40,1,0,1,1,0
43,Government,10,Married,Professional,Wife,40,0,1,1,1,0
30,Private,6,Never-married,Simple Services,Single,40,0,0,0,1,0
62,Private,10,Married,Specialized Services,Husband,24,1,0,1,1,1
38,Private,11,Married,Simple Services,Husband,40,1,0,1,1,0
27,Private,9,Never-married,Simple Services,Child,40,1,0,1,1,0
28,Private,16,Never-married,Professional,Shared Housing,60,0,1,1,0,0
26,Private,11,Never-married,Simple Services,Shared Housing,40,1,0,1,1,0
21,Private,10,Never-married,Simple Services,Child,20,1,0,1,1,0
19,Private,9,Never-married,Simple Services,Shared Housing,40,1,0,0,1,0
20,Private,10,Never-married,Administrative,Child,30,1,0,1,1,0
25,Government,13,Never-married,Public Safety,Shared Housing,40,1,0,0,1,0
28,Self Employed,10,Never-married,Specialized Services,Child,50,1,0,1,0,0
36,Private,11,Never-married,Administrative,Shared Housing,42,1,1,1,1,0
23,Private,13,Never-married,Specialized Services,Shared Housing,40,1,0,0,0,0
24,Private,13,Married,Administrative,Wife,50,0,0,1,1,0
23,Private,9,Never-married,Simple Services,Shared Housing,40,0,0,1,1,0
24,Private,13,Never-married,Professional,Child,20,0,0,1,1,0
25,Self Employed,9,Never-married,Simple Services,Shared Housing,8,1,0,1,1,0
24,Private,9,Never-married,Simple Services,Shared Housing,40,1,0,1,1,0
30,Private,9,Married,Management,Husband,62,1,0,1,1,0
36,Private,10,Married,Management,Wife,33,0,0,1,1,0
45,Private,9,Married,Simple Services,Husband,40,1,0,0,0,0
31,Private,12,Widowed/Separated,Sales,Single,45,0,0,1,1,0
34,Private,9,Never-married,Administrative,Shared Housing,48,1,0,1,1,0
65,Self Employed,13,Married,Management,Husband,44,1,1,1,0,0
42,Private,11,Widowed/Separated,Professional,Single,40,0,0,1,1,0
27,Government,15,Never-married,Professional,Shared Housing,70,1,0,1,1,0
40,Private,10,Married,Sales,Wife,40,0,0,0,0,0
53,Government,10,Married,Administrative,Husband,40,1,1,1,1,0
54,Private,9,Married,Sales,Husband,50,1,1,1,1,0
30,Government,13,Never-married,Professional,Shared Housing,35,1,0,1,1,0
59,Private,9,Married,Simple Services,Husband,45,1,1,1,1,0
42,Self Employed,9,Widowed/Separated,Management,Single,55,1,0,1,1,0
23,Private,9,Never-married,Administrative,Shared Housing,40,0,0,1,1,0
28,Private,13,Married,Simple Services,Wife,15,0,0,1,1,0
20,Private,9,Never-married,Simple Services,Child,40,1,0,1,1,0
22,Private,10,Never-married,Sales,Shared Housing,20,0,0,1,1,0
47,Self Employed,10,Married,Specialized Services,Husband,40,1,1,1,1,0
44,Private,10,Married,Simple Services,Husband,40,1,0,1,1,0
40,Private,8,Widowed/Separated,Specialized Services,Shared Housing,40,1,0,1,1,0
37,Private,11,Married,Specialized Services,Wife,37,0,1,1,1,0
